date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:04:11	6698/6698	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:11%20GMT	https://www.google.de/search?tbm=shop&q=sofas&source=pshome-c-1-0&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ7j8IEg	/home/benjamin/websites/google/www.google.de/search.cda76a.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:12	6698/6698	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:12%20GMT	https://www.google.de/search?tbm=shop&q=sofas&source=pshome-c-1-0&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ8D8IEw	/home/benjamin/websites/google/www.google.de/search.cee7f4.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:13	6721/6721	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:13%20GMT	https://www.google.de/search?tbm=shop&q=nachttische&source=pshome-c-1-1&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ7j8IFQ	/home/benjamin/websites/google/www.google.de/search.cf7444.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:15	6721/6721	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:15%20GMT	https://www.google.de/search?tbm=shop&q=nachttische&source=pshome-c-1-1&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ8D8IFg	/home/benjamin/websites/google/www.google.de/search.d030dc.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:16	6726/6726	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:16%20GMT	https://www.google.de/search?tbm=shop&q=b%C3%BCcherregal&source=pshome-c-1-2&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ7j8IGA	/home/benjamin/websites/google/www.google.de/search.d18555.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:17	6734/6734	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:17%20GMT	https://www.google.de/search?tbm=shop&q=b%C3%BCcherregal&source=pshome-c-1-2&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ8D8IGQ	/home/benjamin/websites/google/www.google.de/search.d2b18e.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:18	6699/6699	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:18%20GMT	https://www.google.de/search?tbm=shop&q=sessel&source=pshome-c-1-3&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ7j8IGw	/home/benjamin/websites/google/www.google.de/search.d32dc9.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:20	6699/6699	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:20%20GMT	https://www.google.de/search?tbm=shop&q=sessel&source=pshome-c-1-3&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ8D8IHA	/home/benjamin/websites/google/www.google.de/search.d4d9a2.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:21	6699/6699	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:21%20GMT	https://www.google.de/search?tbm=shop&q=fitbit&source=pshome-c-2-0&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ7j8IHw	/home/benjamin/websites/google/www.google.de/search.d5c9e1.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:22	6699/6699	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:22%20GMT	https://www.google.de/search?tbm=shop&q=fitbit&source=pshome-c-2-0&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ8D8IIA	/home/benjamin/websites/google/www.google.de/search.d6ff75.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:23	6738/6738	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:23%20GMT	https://www.google.de/search?tbm=shop&q=beats+kopfh%C3%B6rer&source=pshome-c-2-1&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ7j8IIg	/home/benjamin/websites/google/www.google.de/search.d7aab7.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:25	6738/6738	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:25%20GMT	https://www.google.de/search?tbm=shop&q=beats+kopfh%C3%B6rer&source=pshome-c-2-1&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ8D8IIw	/home/benjamin/websites/google/www.google.de/search.d8f099.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:26	6724/6724	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:26%20GMT	https://www.google.de/search?tbm=shop&q=kompaktkameras&source=pshome-c-2-2&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ7j8IJQ	/home/benjamin/websites/google/www.google.de/search.d93e4e.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:27	6724/6724	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:27%20GMT	https://www.google.de/search?tbm=shop&q=kompaktkameras&source=pshome-c-2-2&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ8D8IJg	/home/benjamin/websites/google/www.google.de/search.da7caa.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:28	6726/6726	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:28%20GMT	https://www.google.de/search?tbm=shop&q=jbl+lautsprecher&source=pshome-c-2-3&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ7j8IKA	/home/benjamin/websites/google/www.google.de/search.db5534.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:30	6726/6726	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2026%20Mar%202018%2010:04:30%20GMT	https://www.google.de/search?tbm=shop&q=jbl+lautsprecher&source=pshome-c-2-3&sa=X&ved=0ahUKEwjkjNTd3YnaAhVP2qQKHS-1ALoQ8D8IKQ	/home/benjamin/websites/google/www.google.de/search.dc7cb0.delayed	(from http://www.google.de/shopping?hl=de&tab=ff)
12:04:30	39177/39177	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Mar%202018%2010:04:30%20GMT	http://www.google.de/imghp?hl=de&tab=vi	/home/benjamin/websites/google/www.google.de/imghp013c.html	(from http://www.google.de/webhp?hl=de&tbo=u&tbm=vid&source=og&tab=fv)
12:04:30	39210/39210	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Mar%202018%2010:04:30%20GMT	https://www.google.de/webhp?tab=vw	/home/benjamin/websites/google/www.google.de/webhp0497.html	(from http://www.google.de/webhp?hl=de&tbo=u&tbm=vid&source=og&tab=fv)
12:04:31	0/-1	---M--	301	error ('')			http://www.google.de/language_tools?hl=de&authuser=0	/home/benjamin/websites/google/www.google.de/language_tools.e07f9d.delayed	(from http://www.google.de/webhp?hl=de&tbo=u&tbm=vid&source=og&tab=fv)
12:04:31	0/-1	---M--	302	error ('')			http://www.google.de/setprefdomain?prefdom=US&sig=__7aG6Oa7nTL219tMxgIZhJujhPro%3D	/home/benjamin/websites/google/www.google.de/setprefdomain.e1f73a.delayed	(from http://www.google.de/webhp?hl=de&tbo=u&tbm=vid&source=og&tab=fv)
12:04:31	0/-1	---M--	301	error ('')			http://www.google.de/language_tools?hl=de&authuser=0	/home/benjamin/websites/google/www.google.de/language_tools.e27f9d.delayed	(from http://www.google.de/webhp?hl=de)
12:04:31	0/-1	---M--	302	error ('')			http://www.google.de/setprefdomain?prefdom=US&sig=__7aG6Oa7nTL219tMxgIZhJujhPro%3D	/home/benjamin/websites/google/www.google.de/setprefdomain.e3f73a.delayed	(from http://www.google.de/webhp?hl=de)
12:04:32	61145/61145	---M-Z	200	added ('OK')	text/html	date:Mon,%2018%20Dec%202017%2013:30:00%20GMT	http://www.google.de/intl/de_de/policies/privacy/	/home/benjamin/websites/google/www.google.de/intl/de_de/policies/privacy/index.html	(from http://www.google.de/intl/de_de/privacy/)
12:04:33	61981/61981	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Mar%202018%2010:04:30%20GMT	http://www.google.de/shopping?hl=de&tab=vf	/home/benjamin/websites/google/www.google.de/shopping584d.html	(from http://www.google.de/webhp?hl=de&tbo=u&tbm=vid&source=og&tab=fv)
12:04:33	0/-1	---M--	301	error ('')			https://www.google.de/language_tools?hl=en-DE&authuser=0	/home/benjamin/websites/google/www.google.de/language_tools.e6ac8e.delayed	(from https://www.google.de/webhp)
12:04:36	128848/128848	---MC-	200	added ('OK')	text/css	date:Fri,%2016%20Mar%202018%2005:30:00%20GMT	http://www.google.de/intl/de_de/services/css/business-solutions.min.css	/home/benjamin/websites/google/www.google.de/intl/de_de/services/css/business-solutions.min.css	(from http://www.google.de/intl/de_de/services/)
12:04:38	212744/212744	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202018%2015:00:00%20GMT	https://www.google.de/about/locations/	/home/benjamin/websites/google/www.google.de/about/locations/index.html	(from http://www.google.de/intl/de_de/about/locations/)
12:04:40	82552/82552	---MC-	200	added ('OK')	text/javascript	date:Fri,%2007%20Apr%202017%2018:00:00%20GMT	http://www.google.de/intl/de_de/services/js/business-solutions.min.js	/home/benjamin/websites/google/www.google.de/intl/de_de/services/js/business-solutions.min.js	(from http://www.google.de/intl/de_de/services/)
12:04:40	218/218	---M--	302	error ('Found')	text/html	date:Mon,%2026%20Mar%202018%2010:04:33%20GMT	https://www.google.de/setprefs?sig=0_ZM6m-yYv584An93QF_y_wkiFqmI%3D&hl=de&source=homepage&sa=X&ved=0ahUKEwia_-rs3YnaAhUmMJoKHVVLA-EQ2ZgBCAQ	/home/benjamin/websites/google/www.google.de/setprefs.e76260.delayed	(from https://www.google.de/webhp)
12:04:40	0/-1	---M--	302	error ('')			https://www.google.de/setprefdomain?prefdom=US&sig=__UMkyGWs_tgBIW6AKWrblhGeYZDA%3D	/home/benjamin/websites/google/www.google.de/setprefdomain.e849ee.delayed	(from https://www.google.de/webhp)
12:04:40	0/-1	---M--	301	error ('')			https://www.google.de/language_tools?hl=de&authuser=0	/home/benjamin/websites/google/www.google.de/language_tools.e97f9d.delayed	(from https://www.google.de/?hl=de)
12:04:40	0/-1	---M--	302	error ('')			https://www.google.de/setprefdomain?prefdom=US&sig=__UMkyGWs_tgBIW6AKWrblhGeYZDA%3D	/home/benjamin/websites/google/www.google.de/setprefdomain.ea49ee.delayed	(from https://www.google.de/?hl=de)
12:04:41	78323/78323	---MC-	200	added ('OK')	text/css	date:Thu,%2009%20Feb%202017%2006:30:00%20GMT	https://www.google.de/ads/publisher/css/publisher.min.css	/home/benjamin/websites/google/www.google.de/ads/publisher/css/publisher.min.css	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:41	2849/2849	---MCZ	200	added ('OK')	image/x-icon	date:Thu,%2008%20Dec%202016%2001:00:57%20GMT	https://www.google.de/adsense/start/images/favicon.ico	/home/benjamin/websites/google/www.google.de/adsense/start/images/favicon.ico	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:42	32544/32544	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202018%2006:00:00%20GMT	https://www.google.de/intl/de/ads/publisher/	/home/benjamin/websites/google/www.google.de/intl/de/ads/publisher/index.html	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:42	345/345	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Mar%202018%2010:04:42%20GMT	https://www.google.de/adsense/start?subid=de-ww-et-ads-publisher-site&utm_source=internal&utm_medium=et&utm_campaign=ads-publisher-site	/home/benjamin/websites/google/www.google.de/adsense/start.edd777.delayed	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:42	53647/53647	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202018%2006:30:00%20GMT	https://www.google.de/adsense/start/?subid=de-ww-et-ads-publisher-site&utm_source=internal&utm_medium=et&utm_campaign=ads-publisher-site	/home/benjamin/websites/google/www.google.de/adsense/start/indexd777.html	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:42	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Mar%202018%2010:04:42%20GMT	https://www.google.de/doubleclick/publishers/small-business/	/home/benjamin/websites/google/www.google.de/doubleclick/publishers/small-business/index.html	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:42	337/337	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Mar%202018%2010:04:42%20GMT	https://www.google.de/admob?subid=de-ww-et-ads-publisher-site&utm_source=internal&utm_medium=et&utm_campaign=ads-publisher-site	/home/benjamin/websites/google/www.google.de/admob.eed777.delayed	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:43	22055/22055	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Dec%202016%2001:00:57%20GMT	https://www.google.de/ads/publisher/images/buildeazy.jpg	/home/benjamin/websites/google/www.google.de/ads/publisher/images/buildeazy.jpg	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:43	36219/36219	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202018%2005:00:00%20GMT	https://www.google.de/admob/?subid=de-ww-et-ads-publisher-site&utm_source=internal&utm_medium=et&utm_campaign=ads-publisher-site	/home/benjamin/websites/google/www.google.de/admob/indexd777.html	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:43	22109/22109	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Dec%202016%2001:00:57%20GMT	https://www.google.de/ads/publisher/images/glassdoor.png	/home/benjamin/websites/google/www.google.de/ads/publisher/images/glassdoor.png	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:45	16308/16308	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Dec%202016%2001:00:57%20GMT	https://www.google.de/ads/publisher/images/etemax.jpg	/home/benjamin/websites/google/www.google.de/ads/publisher/images/etemax.jpg	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:49	42531/42531	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2021:30:00%20GMT	https://www.google.de/intl/de/adwords/express/	/home/benjamin/websites/google/www.google.de/intl/de/adwords/express/index.html	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:49	62522/62522	---MC-	200	added ('OK')	text/javascript	date:Wed,%2028%20Feb%202018%2006:00:00%20GMT	https://www.google.de/ads/publisher/js/publisher.min.js	/home/benjamin/websites/google/www.google.de/ads/publisher/js/publisher.min.js	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:49	84672/84672	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/services/	/home/benjamin/websites/google/www.google.de/intl/de/services/index.html	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:49	240/240	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Mar%202018%2010:04:44%20GMT	https://www.google.de/intl/de/adwords/	/home/benjamin/websites/google/www.google.de/intl/de/adwords/index.html	(from https://www.google.de/intl/de/ads/publisher/?sourceid=awo&subid=de-ww-et-adsol_publ_v2)
12:04:49	157272/157272	---MC-	200	added ('OK')	text/css	date:Mon,%2019%20Mar%202018%2007:00:00%20GMT	https://www.google.de/intl/de/adwords/express/css/adwords-express.min.css	/home/benjamin/websites/google/www.google.de/intl/de/adwords/express/css/adwords-express.min.css	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:04:54	4286/4286	---MCZ	200	added ('OK')	image/x-icon	date:Wed,%2007%20Mar%202018%2020:00:00%20GMT	https://www.google.de/adwords/express/images/favicon.ico	/home/benjamin/websites/google/www.google.de/adwords/express/images/favicon.ico	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:04:55	31603/31603	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2021:30:00%20GMT	https://www.google.de/intl/de/adwords/express/how-it-works/	/home/benjamin/websites/google/www.google.de/intl/de/adwords/express/how-it-works/index.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:04:57	37678/37678	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2021:30:00%20GMT	https://www.google.de/intl/de/adwords/express/resources/	/home/benjamin/websites/google/www.google.de/intl/de/adwords/express/resources/index.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:01	42531/42531	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2021:30:00%20GMT	https://www.google.de/adwords/express/	/home/benjamin/websites/google/www.google.de/adwords/express/index.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:01	25990/25990	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/adwords/express/pricing/	/home/benjamin/websites/google/www.google.de/intl/de/adwords/express/pricing/index.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:02	62082/62082	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/business/?gmbsrc=de-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=de-ww-et-awx	/home/benjamin/websites/google/www.google.de/intl/de/business/indexa5ca.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:02	117692/117692	---MC-	200	added ('OK')	text/javascript	date:Wed,%2007%20Mar%202018%2020:00:00%20GMT	https://www.google.de/adwords/express/js/adwords-express.min.js	/home/benjamin/websites/google/www.google.de/adwords/express/js/adwords-express.min.js	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:03	84672/84672	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/services/?sourceid=bizsol&subid=de-ww-et-awx_bizsol	/home/benjamin/websites/google/www.google.de/intl/de/services/index8433.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:03	314/314	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Mar%202018%2010:05:03%20GMT	http://www.google.de/intl/de/adwords/express?utm_source=awx&utm_medium=ep&utm_campaign=de-ww-ep-gmb-wsfooter	/home/benjamin/websites/google/www.google.de/intl/de/adwords/express.f7167a.delayed	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:03	26855/26855	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202016%2006:30:00%20GMT	https://www.google.de/intl/de/retail/zertifizierte-haendler/?utm_source=Internal&utm_medium=awx&utm_campaign=trustedstores	/home/benjamin/websites/google/www.google.de/intl/de/retail/zertifizierte-haendler/indexc7f9.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:03	23028/23028	---MCZ	200	added ('OK')	text/html	date:Fri,%2009%20Feb%202018%2010:00:00%20GMT	https://www.google.de/intl/de/retail/?utm_source=Internal&utm_medium=awx&utm_campaign=retail	/home/benjamin/websites/google/www.google.de/intl/de/retail/index9316.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:03	206084/206084	---MC-	200	added ('OK')	text/css	date:Tue,%2027%20Feb%202018%2006:00:00%20GMT	https://www.google.de/intl/de/business/2017/css/gmb.min.css	/home/benjamin/websites/google/www.google.de/intl/de/business/2017/css/gmb.min.css	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:06	40127/40127	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2017:30:00%20GMT	https://www.google.de/intl/de/retail/solutions/shopping-campaigns/?utm_source=Internal%26utm_medium=InPage%26utm_campaign=shoppingcampaigns	/home/benjamin/websites/google/www.google.de/intl/de/retail/solutions/shopping-campaigns/index317e.html	(from https://www.google.de/intl/de/retail/shopping-campaigns/?utm_source=Internal&utm_medium=InPage&utm_campaign=shoppingcampaigns)
12:05:08	40127/40127	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2017:30:00%20GMT	https://www.google.de/intl/de/retail/solutions/shopping-campaigns/	/home/benjamin/websites/google/www.google.de/intl/de/retail/solutions/shopping-campaigns/index.html	(from https://www.google.de/intl/de/retail/shopping-campaigns/)
12:05:08	41680/41680	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Feb%202017%2019:30:00%20GMT	https://www.google.de/intl/de/analytics/?utm_source=Internal&utm_medium=awx	/home/benjamin/websites/google/www.google.de/intl/de/analytics/index661c.html	(from https://www.google.de/intl/de/adwords/express/?sourceid=awo&subid=de-ww-et-adsol_awx)
12:05:09	62082/62082	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/business/	/home/benjamin/websites/google/www.google.de/intl/de/business/index.html	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:09	62480/62480	---MC-	200	added ('OK')	text/javascript	date:Tue,%2007%20Nov%202017%2021:00:00%20GMT	https://www.google.de/business/2017/js/business-home.min.js	/home/benjamin/websites/google/www.google.de/business/2017/js/business-home.min.js	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:09	50485/50485	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/business/how-it-works/	/home/benjamin/websites/google/www.google.de/intl/de/business/how-it-works/index.html	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:09	128848/128848	---MC-	200	added ('OK')	text/css	date:Fri,%2016%20Mar%202018%2005:30:00%20GMT	https://www.google.de/intl/de/services/css/business-solutions.min.css	/home/benjamin/websites/google/www.google.de/intl/de/services/css/business-solutions.min.css	(from https://www.google.de/intl/de/services/?sourceid=bizsol&subid=ww-ww-et-adsol_bizsol)
12:05:12	50238/50238	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/business/resources/	/home/benjamin/websites/google/www.google.de/intl/de/business/resources/index.html	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:12	42531/42531	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202018%2021:30:00%20GMT	http://www.google.de/intl/de/adwords/express/?utm_source=awx&utm_medium=ep&utm_campaign=de-ww-ep-gmb-wsfooter	/home/benjamin/websites/google/www.google.de/intl/de/adwords/express/index167a.html	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:12	48450/48450	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/business/how-it-works/posts/	/home/benjamin/websites/google/www.google.de/intl/de/business/how-it-works/posts/index.html	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:13	53647/53647	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202018%2006:30:00%20GMT	http://www.google.de/intl/de/adsense/start/?utm_source=gmb&utm_medium=et&utm_campaign=gmbadsense	/home/benjamin/websites/google/www.google.de/intl/de/adsense/start/index5a88.html	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:13	40850/40850	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/business/how-it-works/insights/	/home/benjamin/websites/google/www.google.de/intl/de/business/how-it-works/insights/index.html	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:13	82552/82552	---MC-	200	added ('OK')	text/javascript	date:Fri,%2007%20Apr%202017%2018:00:00%20GMT	https://www.google.de/intl/de/services/js/business-solutions.min.js	/home/benjamin/websites/google/www.google.de/intl/de/services/js/business-solutions.min.js	(from https://www.google.de/intl/de/services/?sourceid=bizsol&subid=ww-ww-et-adsol_bizsol)
12:05:13	84672/84672	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202018%2005:30:00%20GMT	https://www.google.de/intl/de/services/?utm_source=GMB&utm_medium=EP&utm_campaign=GMB_LP	/home/benjamin/websites/google/www.google.de/intl/de/services/index4be7.html	(from https://www.google.de/intl/de/business/?gmbsrc=ww-ww-et-gs-z-gmb-s-z-l~ser-ctrl-u&subid=ww-ww-et-adsol)
12:05:13	220285/220285	---MC-	200	added ('OK')	text/css	date:Thu,%2015%20Mar%202018%2018:00:00%20GMT	https://www.google.de/intl/de/retail/2017/css/retail.min.css	/home/benjamin/websites/google/www.google.de/intl/de/retail/2017/css/retail.min.css	(from https://www.google.de/intl/de/retail/)
12:05:13	1265/1265	---MCZ	200	added ('OK')	image/x-icon	date:Wed,%2017%20May%202017%2015:00:00%20GMT	https://www.google.de/retail/2017/images/shared/favicon.ico	/home/benjamin/websites/google/www.google.de/retail/2017/images/shared/favicon.ico	(from https://www.google.de/intl/de/retail/)
12:05:19	36477/36477	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2017:30:00%20GMT	https://www.google.de/intl/de/retail/success-stories/	/home/benjamin/websites/google/www.google.de/intl/de/retail/success-stories/index.html	(from https://www.google.de/intl/de/retail/)
